Gender,Senior Citizen,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Contract,Monthly Charges,Churn,Tenure_group,Charges_per_tenure
Female,1,No,27,Yes,Yes,DSL,Month-to-month,78,Yes,Medium,2.785714286
Male,0,No,22,Yes,Yes,Fiber optic,Two year,101,No,Medium,4.391304348
Male,0,No,26,Yes,No,DSL,Two year,45,No,Medium,1.666666667
Male,1,No,45,Yes,Yes,Fiber optic,Month-to-month,94,No,Medium,2.043478261
Female,0,No,16,Yes,Yes,Fiber optic,Month-to-month,19,No,Medium,1.117647059
Male,0,No,49,Yes,No,DSL,Month-to-month,107,No,Loyal,2.14
Female,0,Yes,14,Yes,Yes,Fiber optic,Month-to-month,26,No,Medium,1.733333333
Male,1,No,17,Yes,Yes,Fiber optic,Month-to-month,45,Yes,Medium,2.5
Female,0,Yes,72,Yes,No,DSL,Month-to-month,24,No,Loyal,0.328767123
Male,0,No,49,Yes,Yes,Fiber optic,Month-to-month,95,No,Loyal,1.9
Female,0,No,67,Yes,Yes,DSL,Two year,21,No,Loyal,0.308823529
Female,0,No,29,No,No,DSL,Month-to-month,31,No,Medium,1.033333333
Male,0,Yes,13,Yes,No,DSL,Month-to-month,97,No,Medium,6.928571429
Female,0,Yes,72,Yes,No,DSL,Two year,110,No,Loyal,1.506849315
Male,0,No,58,Yes,Yes,Fiber optic,Two year,50,No,Loyal,0.847457627
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,72,No,New,36
Male,1,No,5,Yes,Yes,DSL,Two year,20,No,New,3.333333333
Female,0,Yes,34,Yes,No,Fiber optic,Month-to-month,116,No,Medium,3.314285714
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,118,No,Loyal,1.616438356
Male,1,No,51,Yes,No,DSL,Month-to-month,94,No,Loyal,1.807692308
Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,56,Yes,New,11.2
Male,0,No,4,Yes,No,DSL,Month-to-month,86,Yes,New,17.2
Female,1,No,24,Yes,No,DSL,Month-to-month,94,Yes,Medium,3.76
Female,1,No,31,No,Yes,Fiber optic,Two year,50,No,Medium,1.5625
Male,0,No,1,Yes,Yes,Fiber optic,Two year,54,Yes,New,27
Male,1,No,1,Yes,No,DSL,One year,45,Yes,New,22.5
Female,0,Yes,34,Yes,Yes,DSL,One year,68,No,Medium,1.942857143
Female,1,No,22,Yes,No,Fiber optic,Month-to-month,74,Yes,Medium,3.217391304
Female,1,No,4,Yes,No,DSL,Month-to-month,20,No,New,4
Male,0,No,72,Yes,Yes,DSL,Two year,101,No,Loyal,1.383561644
Male,0,No,8,Yes,No,Fiber optic,Month-to-month,20,No,New,2.222222222
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,80,Yes,New,40
Female,0,No,1,Yes,Yes,DSL,Two year,26,No,New,13
Female,0,No,9,Yes,No,DSL,One year,91,Yes,New,9.1
Male,1,No,33,Yes,Yes,DSL,One year,101,No,Medium,2.970588235
Male,0,Yes,53,Yes,No,Fiber optic,Month-to-month,105,No,Loyal,1.944444444
Male,0,No,57,Yes,No,Fiber optic,Month-to-month,87,No,Loyal,1.5
Female,0,No,60,Yes,No,DSL,Month-to-month,79,No,Loyal,1.295081967
Male,0,No,72,No,Yes,Fiber optic,Month-to-month,65,No,Loyal,0.890410959
Male,1,No,32,Yes,No,DSL,Two year,94,No,Medium,2.848484848
Male,1,No,48,Yes,No,DSL,One year,99,No,Medium,2.020408163
Female,0,Yes,22,Yes,No,DSL,Month-to-month,19,No,Medium,0.826086957
Female,0,Yes,65,No,Yes,DSL,Month-to-month,45,No,Loyal,0.681818182
Female,0,No,65,Yes,Yes,Fiber optic,Month-to-month,59,No,Loyal,0.893939394
Female,1,No,66,Yes,No,DSL,One year,101,No,Loyal,1.507462687
Male,0,No,71,Yes,Yes,DSL,Month-to-month,105,No,Loyal,1.458333333
Male,0,No,17,Yes,Yes,Fiber optic,One year,70,Yes,Medium,3.888888889
Male,1,No,2,Yes,No,Fiber optic,Month-to-month,45,Yes,New,15
Male,0,No,51,Yes,Yes,Fiber optic,Month-to-month,96,No,Loyal,1.846153846
Male,0,No,20,Yes,Yes,Fiber optic,Month-to-month,71,No,Medium,3.380952381
Male,0,No,71,Yes,Yes,Fiber optic,One year,110,No,Loyal,1.527777778
Male,0,Yes,67,Yes,Yes,Fiber optic,Two year,111,Yes,Loyal,1.632352941
Female,1,No,1,Yes,No,DSL,Two year,75,Yes,New,37.5
Male,0,No,16,Yes,No,Fiber optic,Month-to-month,75,No,Medium,4.411764706
Female,1,No,55,Yes,Yes,Fiber optic,One year,89,No,Loyal,1.589285714
Female,0,Yes,7,Yes,No,Fiber optic,Month-to-month,76,No,New,9.5
Female,0,Yes,43,Yes,Yes,Fiber optic,One year,64,No,Medium,1.454545455
Female,0,No,1,Yes,Yes,DSL,Month-to-month,55,Yes,New,27.5
Female,0,No,4,No,No,DSL,Month-to-month,25,No,New,5
Male,1,No,72,Yes,No,DSL,Month-to-month,114,No,Loyal,1.561643836
Female,1,No,49,Yes,Yes,Fiber optic,Month-to-month,103,No,Loyal,2.06
Male,0,No,53,Yes,No,DSL,One year,94,Yes,Loyal,1.740740741
Female,0,No,60,No,Yes,DSL,Two year,50,No,Loyal,0.819672131
Female,1,No,68,Yes,No,Fiber optic,Month-to-month,97,Yes,Loyal,1.405797101
Male,1,No,57,Yes,No,DSL,Two year,80,No,Loyal,1.379310345
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,81,Yes,New,10.125
Female,0,Yes,7,Yes,No,DSL,Two year,69,No,New,8.625
Male,0,No,68,Yes,No,DSL,Month-to-month,24,No,Loyal,0.347826087
Male,0,Yes,19,Yes,No,DSL,Month-to-month,100,Yes,Medium,5
Female,0,Yes,67,Yes,No,DSL,Month-to-month,106,No,Loyal,1.558823529
Male,0,Yes,67,Yes,Yes,Fiber optic,One year,60,No,Loyal,0.882352941
Male,0,No,35,Yes,Yes,DSL,Month-to-month,69,No,Medium,1.916666667
Female,0,Yes,67,Yes,Yes,DSL,Month-to-month,107,No,Loyal,1.573529412
Female,0,No,11,Yes,No,Fiber optic,Month-to-month,90,Yes,New,7.5
Male,1,No,56,Yes,No,Fiber optic,Month-to-month,86,No,Loyal,1.50877193
Male,0,No,8,No,Yes,Fiber optic,Month-to-month,29,No,New,3.222222222
Female,0,Yes,22,Yes,No,DSL,Two year,25,No,Medium,1.086956522
Male,0,No,71,Yes,No,Fiber optic,Month-to-month,84,No,Loyal,1.166666667
Female,0,Yes,46,No,Yes,Fiber optic,One year,35,No,Medium,0.744680851
Female,0,No,66,Yes,No,DSL,One year,105,No,Loyal,1.567164179
Male,0,No,15,Yes,No,DSL,Two year,49,No,Medium,3.0625
Male,0,No,25,Yes,No,DSL,Month-to-month,96,No,Medium,3.692307692
Male,0,No,32,Yes,No,DSL,One year,20,No,Medium,0.606060606
Male,0,No,8,Yes,No,DSL,Two year,67,No,New,7.444444444
Male,0,No,6,Yes,No,DSL,Month-to-month,25,No,New,3.571428571
Female,0,No,3,Yes,No,DSL,One year,46,No,New,11.5
Male,0,Yes,11,Yes,Yes,DSL,One year,60,No,New,5
Male,0,Yes,15,Yes,No,DSL,Two year,91,No,Medium,5.6875
Female,0,No,23,Yes,No,DSL,Month-to-month,90,Yes,Medium,3.75
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,44,No,New,22
Male,0,Yes,37,No,No,DSL,Month-to-month,40,No,Medium,1.052631579
Male,0,Yes,69,Yes,Yes,DSL,Two year,81,No,Loyal,1.157142857
Female,0,Yes,8,Yes,No,DSL,Month-to-month,55,No,New,6.111111111
Female,0,No,6,No,Yes,DSL,Two year,63,No,New,9
Female,0,No,58,Yes,Yes,Fiber optic,Month-to-month,84,No,Loyal,1.423728814
Female,0,Yes,39,Yes,No,DSL,Month-to-month,90,Yes,Medium,2.25
Male,1,No,23,Yes,Yes,DSL,Two year,90,No,Medium,3.75
Male,0,Yes,66,Yes,Yes,DSL,Two year,20,No,Loyal,0.298507463
Male,0,No,51,Yes,Yes,DSL,One year,83,No,Loyal,1.596153846
Male,0,Yes,15,Yes,No,DSL,Month-to-month,20,No,Medium,1.25
Male,0,No,51,Yes,Yes,Fiber optic,Month-to-month,80,Yes,Loyal,1.538461538
Male,0,No,4,Yes,No,DSL,Month-to-month,19,No,New,3.8
Female,0,No,18,Yes,Yes,Fiber optic,Two year,50,No,Medium,2.631578947
Male,0,No,46,Yes,Yes,Fiber optic,One year,94,Yes,Medium,2
Male,1,No,3,Yes,No,Fiber optic,Month-to-month,106,Yes,New,26.5
Male,0,No,63,Yes,Yes,Fiber optic,Month-to-month,25,No,Loyal,0.390625
Male,0,Yes,52,Yes,No,DSL,Month-to-month,96,Yes,Loyal,1.811320755
Female,0,No,17,Yes,No,DSL,Month-to-month,69,No,Medium,3.833333333
Female,0,No,43,Yes,Yes,Fiber optic,One year,85,No,Medium,1.931818182
Male,0,No,69,Yes,No,DSL,Month-to-month,20,No,Loyal,0.285714286
Female,0,Yes,70,Yes,No,DSL,Month-to-month,80,No,Loyal,1.126760563
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,24,No,New,4.8
Male,0,Yes,60,Yes,No,Fiber optic,One year,21,No,Loyal,0.344262295
Female,0,No,20,No,No,DSL,Month-to-month,24,Yes,Medium,1.142857143
Male,0,Yes,69,Yes,No,DSL,Two year,96,No,Loyal,1.371428571
Female,0,Yes,48,Yes,Yes,Fiber optic,Two year,105,No,Medium,2.142857143
Female,0,No,1,No,No,DSL,Month-to-month,31,No,New,15.5
Male,0,Yes,8,Yes,No,DSL,Two year,51,Yes,New,5.666666667
Male,1,No,1,Yes,No,DSL,Two year,46,No,New,23
Male,0,No,22,Yes,No,DSL,One year,20,No,Medium,0.869565217
Male,1,No,16,No,Yes,Fiber optic,Two year,39,Yes,Medium,2.294117647
Male,0,No,72,Yes,No,Fiber optic,Month-to-month,118,No,Loyal,1.616438356
Male,0,No,11,Yes,No,DSL,Two year,61,No,New,5.083333333
Male,0,No,4,Yes,Yes,DSL,One year,91,No,New,18.2
Female,0,No,8,Yes,No,DSL,Month-to-month,20,No,New,2.222222222
Female,1,No,54,Yes,Yes,DSL,Two year,82,Yes,Loyal,1.490909091
Male,0,No,69,Yes,No,DSL,Two year,82,No,Loyal,1.171428571
Male,1,No,46,Yes,Yes,Fiber optic,Month-to-month,80,Yes,Medium,1.70212766
Female,0,Yes,67,Yes,Yes,Fiber optic,Two year,51,No,Loyal,0.75
Male,1,No,20,Yes,No,Fiber optic,Month-to-month,90,No,Medium,4.285714286
Female,0,No,41,Yes,Yes,Fiber optic,Month-to-month,114,Yes,Medium,2.714285714
Male,1,No,3,No,Yes,Fiber optic,Month-to-month,41,Yes,New,10.25
Male,0,No,15,No,No,DSL,Month-to-month,51,No,Medium,3.1875
Male,0,No,22,Yes,No,DSL,Two year,79,Yes,Medium,3.434782609
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,81,Yes,Medium,4.263157895
Female,0,No,9,Yes,Yes,Fiber optic,Month-to-month,98,Yes,New,9.8
Male,0,No,26,Yes,No,DSL,Month-to-month,76,No,Medium,2.814814815
Male,1,No,71,Yes,No,Fiber optic,One year,106,No,Loyal,1.472222222
Female,0,No,16,Yes,No,DSL,Month-to-month,19,No,Medium,1.117647059
Female,1,No,72,Yes,No,DSL,Month-to-month,89,No,Loyal,1.219178082
Male,0,No,42,Yes,No,Fiber optic,Month-to-month,25,No,Medium,0.581395349
Male,0,Yes,47,Yes,No,DSL,Month-to-month,96,No,Medium,2
Male,0,No,66,Yes,No,Fiber optic,Month-to-month,66,No,Loyal,0.985074627
Male,0,No,5,Yes,No,DSL,One year,49,Yes,New,8.166666667
Male,0,No,4,No,Yes,DSL,Two year,30,Yes,New,6
Female,0,Yes,42,Yes,No,Fiber optic,Two year,19,No,Medium,0.441860465
Male,0,No,69,No,No,DSL,Month-to-month,61,No,Loyal,0.871428571
Male,0,No,60,Yes,No,DSL,Month-to-month,117,No,Loyal,1.918032787
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,19,No,New,1.461538462
Male,0,No,3,Yes,Yes,DSL,Month-to-month,45,Yes,New,11.25
Male,0,No,54,Yes,No,DSL,Month-to-month,105,Yes,Loyal,1.909090909
Male,0,No,2,Yes,No,DSL,Two year,20,No,New,6.666666667
Male,1,No,57,Yes,Yes,Fiber optic,Month-to-month,94,No,Loyal,1.620689655
Female,0,No,63,Yes,No,Fiber optic,Month-to-month,21,No,Loyal,0.328125
Female,0,Yes,41,Yes,No,DSL,Month-to-month,94,No,Medium,2.238095238
Male,0,No,25,Yes,No,DSL,Two year,99,No,Medium,3.807692308
Female,0,No,65,Yes,Yes,Fiber optic,One year,85,No,Loyal,1.287878788
Female,0,No,54,Yes,No,DSL,Month-to-month,20,No,Loyal,0.363636364
Male,0,No,61,Yes,No,Fiber optic,Month-to-month,94,No,Loyal,1.516129032
Male,0,Yes,19,Yes,Yes,DSL,One year,20,No,Medium,1
Female,0,Yes,18,Yes,No,DSL,One year,25,No,Medium,1.315789474
Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,95,No,Loyal,1.376811594
Female,0,Yes,10,Yes,No,DSL,Month-to-month,100,Yes,New,9.090909091
Male,1,No,20,Yes,Yes,DSL,One year,95,Yes,Medium,4.523809524
Male,0,No,42,Yes,No,Fiber optic,Month-to-month,99,Yes,Medium,2.302325581
Male,0,No,45,No,Yes,Fiber optic,Month-to-month,42,No,Medium,0.913043478
Male,0,No,72,Yes,No,DSL,Two year,115,No,Loyal,1.575342466
Female,1,No,35,Yes,Yes,DSL,Month-to-month,111,No,Medium,3.083333333
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,90,No,Loyal,1.232876712
Female,0,No,8,Yes,No,DSL,Month-to-month,100,Yes,New,11.11111111
Female,0,No,37,Yes,No,Fiber optic,Month-to-month,65,Yes,Medium,1.710526316
Female,0,No,21,Yes,No,DSL,Month-to-month,105,No,Medium,4.772727273
Female,0,No,71,Yes,No,DSL,Two year,80,No,Loyal,1.111111111
Male,0,No,40,Yes,Yes,Fiber optic,Month-to-month,67,No,Medium,1.634146341
Male,0,No,10,Yes,No,DSL,Two year,62,No,New,5.636363636
Female,1,No,25,Yes,No,DSL,One year,88,No,Medium,3.384615385
Female,0,Yes,41,Yes,No,DSL,Two year,75,No,Medium,1.785714286
Male,1,No,19,Yes,No,DSL,One year,96,Yes,Medium,4.8
Female,1,No,23,Yes,No,DSL,Month-to-month,95,No,Medium,3.958333333
Male,0,No,57,Yes,Yes,Fiber optic,Month-to-month,108,No,Loyal,1.862068966
Female,0,No,2,Yes,Yes,DSL,One year,84,No,New,28
Female,0,No,70,Yes,No,Fiber optic,Month-to-month,80,No,Loyal,1.126760563
Male,0,No,1,Yes,No,DSL,Two year,88,Yes,New,44
Male,0,No,70,Yes,No,DSL,Two year,110,Yes,Loyal,1.549295775
Female,0,No,72,Yes,Yes,Fiber optic,Month-to-month,97,No,Loyal,1.328767123
Male,1,No,25,Yes,No,Fiber optic,Month-to-month,106,Yes,Medium,4.076923077
Male,0,No,23,Yes,No,Fiber optic,Month-to-month,104,Yes,Medium,4.333333333
Male,0,No,65,Yes,Yes,DSL,One year,20,No,Loyal,0.303030303
Male,0,Yes,25,Yes,No,Fiber optic,Month-to-month,21,No,Medium,0.807692308
Female,1,No,15,Yes,Yes,Fiber optic,Month-to-month,83,Yes,Medium,5.1875
Male,1,No,41,No,No,Fiber optic,Two year,54,No,Medium,1.285714286
Female,0,No,1,Yes,No,DSL,Two year,55,No,New,27.5
Male,0,No,48,Yes,Yes,Fiber optic,Month-to-month,71,No,Medium,1.448979592
Male,0,Yes,4,Yes,No,DSL,Two year,61,Yes,New,12.2
Male,0,No,17,Yes,Yes,Fiber optic,Two year,20,No,Medium,1.111111111
Female,1,No,42,Yes,No,DSL,One year,105,Yes,Medium,2.441860465
Male,0,Yes,49,No,No,DSL,Month-to-month,39,No,Loyal,0.78
Male,0,No,21,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,0.909090909
Male,0,Yes,60,Yes,Yes,DSL,Two year,111,No,Loyal,1.819672131
Male,0,No,58,Yes,No,Fiber optic,One year,24,No,Loyal,0.406779661
Male,0,No,31,Yes,Yes,DSL,One year,20,No,Medium,0.625
Female,0,No,61,Yes,No,DSL,Month-to-month,101,No,Loyal,1.629032258
Male,0,Yes,64,Yes,No,DSL,One year,90,No,Loyal,1.384615385
Female,0,Yes,61,No,No,DSL,One year,61,No,Loyal,0.983870968
Male,0,No,67,Yes,Yes,Fiber optic,Month-to-month,71,No,Loyal,1.044117647
Male,0,No,55,Yes,Yes,DSL,Two year,26,No,Loyal,0.464285714
Female,0,No,20,Yes,No,DSL,Month-to-month,20,No,Medium,0.952380952
Male,0,No,11,Yes,No,Fiber optic,Month-to-month,80,No,New,6.666666667
Female,0,Yes,72,Yes,Yes,Fiber optic,One year,117,No,Loyal,1.602739726
Female,0,Yes,57,Yes,No,Fiber optic,One year,84,No,Loyal,1.448275862
Male,1,No,70,No,No,Fiber optic,Month-to-month,44,No,Loyal,0.61971831
Female,0,No,68,Yes,Yes,Fiber optic,One year,110,No,Loyal,1.594202899
Male,0,No,1,Yes,No,DSL,Month-to-month,85,Yes,New,42.5
Male,0,No,47,Yes,No,DSL,Two year,79,No,Medium,1.645833333
Female,0,No,15,Yes,Yes,DSL,One year,65,Yes,Medium,4.0625
Female,0,Yes,69,Yes,No,DSL,One year,20,No,Loyal,0.285714286
Female,0,No,3,Yes,No,DSL,Month-to-month,55,Yes,New,13.75
Female,0,Yes,1,Yes,No,DSL,Month-to-month,19,Yes,New,9.5
Male,0,No,33,Yes,No,DSL,Two year,89,No,Medium,2.617647059
Male,0,Yes,53,Yes,Yes,Fiber optic,Month-to-month,70,No,Loyal,1.296296296
Female,1,No,20,Yes,No,DSL,Month-to-month,81,No,Medium,3.857142857
Male,1,No,1,Yes,No,DSL,Month-to-month,94,Yes,New,47
Male,0,No,10,Yes,Yes,DSL,Two year,99,No,New,9
Female,0,No,32,Yes,No,Fiber optic,Month-to-month,20,No,Medium,0.606060606
Male,1,No,56,Yes,No,Fiber optic,Month-to-month,101,No,Loyal,1.771929825
Female,0,No,71,Yes,No,DSL,Month-to-month,19,No,Loyal,0.263888889
Female,1,No,13,Yes,No,DSL,Month-to-month,70,Yes,Medium,5
Male,0,No,17,Yes,Yes,Fiber optic,Month-to-month,96,No,Medium,5.333333333
Male,0,No,2,Yes,No,DSL,One year,55,Yes,New,18.33333333
Female,0,No,72,Yes,Yes,Fiber optic,One year,101,No,Loyal,1.383561644
Male,0,No,26,No,No,Fiber optic,One year,55,No,Medium,2.037037037
Male,0,Yes,5,Yes,Yes,Fiber optic,Month-to-month,26,Yes,New,4.333333333
Male,0,No,3,Yes,Yes,Fiber optic,Two year,101,Yes,New,25.25
Female,0,No,26,Yes,No,DSL,Month-to-month,81,No,Medium,3
Female,0,Yes,59,Yes,No,Fiber optic,Month-to-month,66,No,Loyal,1.1
Female,0,Yes,27,Yes,No,DSL,Month-to-month,50,No,Medium,1.785714286
Male,0,No,57,Yes,No,DSL,One year,103,No,Loyal,1.775862069
Female,0,No,37,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,0.526315789
Female,0,No,6,Yes,No,DSL,One year,49,No,New,7
Male,0,No,18,Yes,No,Fiber optic,Month-to-month,76,No,Medium,4
Male,0,Yes,19,Yes,Yes,DSL,Month-to-month,101,Yes,Medium,5.05
Female,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,76,No,Loyal,1.117647059
Male,1,No,34,Yes,No,DSL,Two year,72,No,Medium,2.057142857
Female,0,No,22,Yes,Yes,Fiber optic,Month-to-month,49,Yes,Medium,2.130434783
Male,0,No,52,Yes,No,DSL,Month-to-month,91,No,Loyal,1.716981132
Male,0,No,56,No,No,DSL,Two year,54,No,Loyal,0.947368421
Male,1,No,18,Yes,Yes,DSL,Two year,95,Yes,Medium,5
Male,1,Yes,56,Yes,Yes,Fiber optic,Month-to-month,105,Yes,Loyal,1.842105263
Male,0,No,4,Yes,No,DSL,Month-to-month,90,No,New,18
Female,1,No,71,Yes,No,DSL,Month-to-month,99,No,Loyal,1.375
Male,0,No,2,Yes,No,DSL,One year,70,Yes,New,23.33333333
Male,1,No,64,Yes,No,Fiber optic,Month-to-month,102,No,Loyal,1.569230769
Male,0,No,18,Yes,No,Fiber optic,Month-to-month,24,No,Medium,1.263157895
Male,0,Yes,66,Yes,No,DSL,Two year,26,No,Loyal,0.388059701
Male,0,No,37,No,No,DSL,Month-to-month,41,No,Medium,1.078947368
Male,0,Yes,39,Yes,Yes,DSL,Two year,25,No,Medium,0.625
Male,0,No,25,Yes,No,Fiber optic,Month-to-month,85,Yes,Medium,3.269230769
Male,0,No,22,Yes,No,DSL,One year,87,No,Medium,3.782608696
Female,0,No,20,Yes,No,DSL,One year,20,No,Medium,0.952380952
Male,1,No,8,Yes,Yes,DSL,Two year,64,No,New,7.111111111
Female,0,No,49,Yes,Yes,Fiber optic,Two year,52,No,Loyal,1.04
Female,1,No,65,Yes,No,DSL,Month-to-month,106,No,Loyal,1.606060606
Male,1,No,1,Yes,Yes,DSL,One year,45,No,New,22.5
Male,0,No,5,Yes,No,DSL,Month-to-month,94,Yes,New,15.66666667
Female,1,No,72,Yes,No,DSL,One year,97,No,Loyal,1.328767123
Female,0,No,72,Yes,No,DSL,One year,110,No,Loyal,1.506849315
Female,0,No,53,Yes,Yes,Fiber optic,Two year,100,No,Loyal,1.851851852
Male,0,No,21,Yes,Yes,DSL,One year,75,No,Medium,3.409090909
Female,1,Yes,70,Yes,Yes,DSL,Month-to-month,108,No,Loyal,1.521126761
Female,0,Yes,33,Yes,No,DSL,Month-to-month,104,Yes,Medium,3.058823529
Female,0,No,23,Yes,No,DSL,Month-to-month,76,Yes,Medium,3.166666667
Male,0,Yes,45,Yes,Yes,Fiber optic,Month-to-month,55,No,Medium,1.195652174
Male,0,No,16,Yes,Yes,Fiber optic,Month-to-month,20,Yes,Medium,1.176470588
Female,0,No,49,Yes,Yes,DSL,Month-to-month,107,No,Loyal,2.14
Male,0,No,1,Yes,Yes,DSL,Two year,19,Yes,New,9.5
Male,0,No,61,Yes,No,DSL,One year,81,No,Loyal,1.306451613
Male,1,Yes,68,Yes,No,DSL,Month-to-month,20,No,Loyal,0.289855072
Female,0,No,60,No,No,Fiber optic,Two year,54,No,Loyal,0.885245902
Male,0,Yes,53,Yes,Yes,Fiber optic,Month-to-month,26,No,Loyal,0.481481481
Female,1,No,28,Yes,Yes,Fiber optic,Two year,103,Yes,Medium,3.551724138
Female,0,No,2,Yes,No,DSL,Two year,70,Yes,New,23.33333333
Female,1,No,1,Yes,No,DSL,Two year,70,No,New,35
Female,0,No,16,Yes,No,DSL,Month-to-month,73,Yes,Medium,4.294117647
Female,0,No,6,Yes,Yes,DSL,Two year,55,No,New,7.857142857
Male,0,No,3,Yes,Yes,DSL,One year,108,No,New,27
Male,0,Yes,49,Yes,Yes,DSL,Two year,90,No,Loyal,1.8
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,50,Yes,New,25
Male,0,No,50,Yes,Yes,Fiber optic,Two year,94,No,Loyal,1.843137255
Female,1,Yes,12,No,Yes,DSL,Two year,29,No,New,2.230769231
Male,1,No,32,Yes,No,DSL,Month-to-month,80,Yes,Medium,2.424242424
Male,0,Yes,68,Yes,Yes,DSL,One year,103,No,Loyal,1.492753623
Male,0,No,40,No,No,DSL,Month-to-month,36,No,Medium,0.87804878
Male,0,No,5,Yes,No,DSL,Month-to-month,51,No,New,8.5
Male,0,No,72,Yes,No,DSL,Month-to-month,79,No,Loyal,1.082191781
Female,0,No,1,Yes,Yes,DSL,Month-to-month,85,Yes,New,42.5
Female,0,No,58,Yes,No,DSL,Month-to-month,109,No,Loyal,1.847457627
Female,0,No,24,Yes,Yes,Fiber optic,Month-to-month,25,No,Medium,1
Female,1,No,3,Yes,Yes,Fiber optic,One year,84,Yes,New,21
Female,0,Yes,62,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.317460317
Male,0,Yes,72,Yes,No,DSL,Month-to-month,111,No,Loyal,1.520547945
Female,1,No,50,Yes,No,Fiber optic,Two year,71,Yes,Loyal,1.392156863
Male,0,Yes,66,Yes,Yes,DSL,One year,20,No,Loyal,0.298507463
Male,0,Yes,40,Yes,No,DSL,Two year,81,No,Medium,1.975609756
Male,0,No,40,Yes,Yes,Fiber optic,Two year,71,No,Medium,1.731707317
Male,0,Yes,67,Yes,No,DSL,One year,103,No,Loyal,1.514705882
Female,1,No,56,Yes,No,DSL,Month-to-month,105,No,Loyal,1.842105263
Female,0,Yes,64,Yes,No,DSL,Two year,20,No,Loyal,0.307692308
Male,1,No,20,Yes,No,DSL,One year,84,No,Medium,4
Male,1,No,71,Yes,Yes,Fiber optic,One year,96,No,Loyal,1.333333333
Male,0,Yes,41,Yes,No,DSL,One year,75,No,Medium,1.785714286
Male,0,Yes,72,No,Yes,Fiber optic,Month-to-month,49,No,Loyal,0.671232877
Male,0,Yes,18,No,No,Fiber optic,Month-to-month,46,No,Medium,2.421052632
Male,1,No,71,Yes,Yes,Fiber optic,One year,71,No,Loyal,0.986111111
Male,0,No,46,Yes,No,Fiber optic,Month-to-month,66,No,Medium,1.404255319
Female,0,Yes,46,Yes,No,DSL,Month-to-month,20,No,Medium,0.425531915
Male,0,No,57,Yes,No,DSL,Two year,55,No,Loyal,0.948275862
Female,0,No,68,Yes,Yes,Fiber optic,Month-to-month,81,No,Loyal,1.173913043
Female,0,No,1,No,No,DSL,Month-to-month,25,No,New,12.5
Male,0,No,38,Yes,No,DSL,Month-to-month,20,No,Medium,0.512820513
Female,1,No,32,Yes,No,DSL,Month-to-month,79,No,Medium,2.393939394
Female,0,No,2,Yes,Yes,Fiber optic,Two year,45,No,New,15
Male,0,No,10,Yes,No,DSL,Two year,70,No,New,6.363636364
Female,0,No,72,Yes,No,DSL,Month-to-month,19,No,Loyal,0.260273973
Female,0,Yes,65,Yes,Yes,Fiber optic,Month-to-month,111,No,Loyal,1.681818182
Male,0,No,21,Yes,No,DSL,Month-to-month,84,No,Medium,3.818181818
Female,0,No,67,Yes,No,DSL,Month-to-month,20,No,Loyal,0.294117647
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,76,No,New,5.846153846
Female,1,No,25,Yes,Yes,DSL,Month-to-month,103,Yes,Medium,3.961538462
Female,1,No,8,Yes,No,DSL,One year,85,No,New,9.444444444
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,19,No,New,9.5
Female,0,Yes,65,Yes,No,DSL,Two year,79,No,Loyal,1.196969697
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,55,Yes,New,18.33333333
Female,0,Yes,62,No,No,Fiber optic,One year,49,No,Loyal,0.777777778
Male,0,No,36,Yes,Yes,DSL,Two year,85,Yes,Medium,2.297297297
Female,0,No,38,Yes,No,DSL,One year,19,No,Medium,0.487179487
Male,0,Yes,57,Yes,No,Fiber optic,Month-to-month,60,No,Loyal,1.034482759
Male,0,No,32,Yes,No,Fiber optic,Month-to-month,20,No,Medium,0.606060606
Male,0,No,44,Yes,No,Fiber optic,Month-to-month,90,No,Medium,2
Female,0,No,41,Yes,Yes,Fiber optic,Two year,114,Yes,Medium,2.714285714
Female,0,Yes,14,Yes,No,DSL,Month-to-month,91,Yes,Medium,6.066666667
Female,0,No,56,Yes,No,Fiber optic,Month-to-month,86,No,Loyal,1.50877193
Female,1,No,7,Yes,No,DSL,Month-to-month,85,Yes,New,10.625
Female,0,No,71,Yes,Yes,DSL,One year,105,No,Loyal,1.458333333
